amount,method,bank,hour,day_of_week,prior_retries,is_new_customer,error_code,reason,bucket,retry_success
1022,UPI,Kotak Mahindra,21,4,0,0,GATEWAY_ERROR,internal_error,timeout,1
219,Card,IDFC First,19,1,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1441,Card,IDFC First,8,0,1,1,GATEWAY_ERROR,issuer_risk_block,risk,1
234,UPI,IDFC First,8,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1984,UPI,HDFC Bank,11,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
424,Card,Yes Bank,8,6,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
927,Netbanking,Kotak Mahindra,16,5,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3880,Card,ICICI Bank,7,1,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3767,Card,Yes Bank,0,1,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3532,UPI,HDFC Bank,0,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3570,Card,IDFC First,16,3,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
617,UPI,IDFC First,2,4,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2326,UPI,Axis Bank,10,2,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1063,Netbanking,HDFC Bank,8,2,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
5138,UPI,HDFC Bank,5,1,0,1,BAD_REQUEST_ERROR,insufficient_funds,timeout,1
1124,Card,Kotak Mahindra,14,4,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1628,UPI,Axis Bank,20,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1946,Card,SBI,6,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
5879,UPI,ICICI Bank,20,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
3812,UPI,HDFC Bank,20,3,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
3681,UPI,SBI,21,4,0,1,BAD_REQUEST_ERROR,issuer_general_decline,funds,0
3276,UPI,SBI,13,5,2,0,GATEWAY_ERROR,internal_error,timeout,0
433,Card,Yes Bank,17,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3372,UPI,Kotak Mahindra,13,3,0,1,GATEWAY_ERROR,internal_error,timeout,1
2424,UPI,ICICI Bank,22,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2218,Netbanking,IDFC First,14,1,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1487,UPI,Axis Bank,19,4,1,0,GATEWAY_ERROR,issuer_risk_block,timeout,1
1749,UPI,Yes Bank,6,1,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2132,UPI,Kotak Mahindra,2,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1176,UPI,Kotak Mahindra,14,5,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
856,Card,ICICI Bank,8,1,3,0,GATEWAY_ERROR,issuer_risk_block,risk,0
6367,Card,HDFC Bank,14,0,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1258,UPI,Yes Bank,13,2,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2446,Card,IDFC First,14,3,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1438,UPI,Yes Bank,11,4,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3074,UPI,Yes Bank,3,2,2,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
5623,UPI,ICICI Bank,1,6,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1157,UPI,Kotak Mahindra,1,3,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
657,UPI,ICICI Bank,15,3,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
979,UPI,Kotak Mahindra,8,0,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
151,UPI,HDFC Bank,23,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
2843,UPI,Yes Bank,6,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3205,UPI,SBI,3,5,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
100,UPI,ICICI Bank,18,4,0,1,GATEWAY_ERROR,internal_error,timeout,1
2982,Netbanking,Yes Bank,0,3,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2011,UPI,Kotak Mahindra,6,0,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2212,Card,HDFC Bank,15,1,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
4119,UPI,Axis Bank,20,5,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
925,Card,IDFC First,7,3,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2585,UPI,Kotak Mahindra,12,6,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1099,Card,IDFC First,12,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1587,UPI,IDFC First,22,2,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2602,UPI,HDFC Bank,4,4,3,0,GATEWAY_ERROR,internal_error,timeout,0
2429,Netbanking,Axis Bank,15,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1204,Netbanking,ICICI Bank,8,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
487,Netbanking,Yes Bank,11,6,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
601,Card,ICICI Bank,6,3,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2655,UPI,ICICI Bank,20,0,2,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1702,UPI,ICICI Bank,4,0,0,1,BAD_REQUEST_ERROR,issuer_general_decline,timeout,1
887,UPI,Yes Bank,8,5,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1769,UPI,IDFC First,12,1,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
5157,UPI,HDFC Bank,22,4,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1911,UPI,SBI,0,0,1,0,GATEWAY_ERROR,internal_error,timeout,1
1823,UPI,ICICI Bank,20,6,1,0,GATEWAY_ERROR,internal_error,timeout,1
1617,Netbanking,HDFC Bank,17,4,0,0,GATEWAY_ERROR,internal_error,timeout,0
672,UPI,HDFC Bank,18,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1609,Card,HDFC Bank,11,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3391,Wallet,Yes Bank,15,3,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2357,Card,Axis Bank,1,6,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1965,Wallet,SBI,18,0,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1720,UPI,ICICI Bank,10,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1231,UPI,SBI,16,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
529,Card,IDFC First,23,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
10186,UPI,ICICI Bank,14,0,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
828,UPI,HDFC Bank,23,5,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
791,Card,HDFC Bank,17,4,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
2696,Card,SBI,18,4,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1062,Card,ICICI Bank,22,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1855,Netbanking,Yes Bank,21,3,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
7118,UPI,HDFC Bank,2,1,0,0,GATEWAY_ERROR,internal_error,timeout,0
4044,Card,ICICI Bank,18,1,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
503,UPI,ICICI Bank,4,0,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1959,UPI,Axis Bank,16,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
785,Card,IDFC First,12,0,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
10534,Card,Kotak Mahindra,12,1,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
2434,Netbanking,Axis Bank,14,3,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
482,Wallet,IDFC First,0,2,1,0,GATEWAY_ERROR,issuer_risk_block,risk,0
467,UPI,Kotak Mahindra,12,1,2,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
894,UPI,Kotak Mahindra,11,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1769,Card,HDFC Bank,17,0,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
233,Card,HDFC Bank,10,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,decline,0
1756,Card,Yes Bank,4,0,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1193,Netbanking,Yes Bank,4,6,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
3933,UPI,Axis Bank,14,1,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
9051,Netbanking,IDFC First,20,3,1,1,GATEWAY_ERROR,internal_error,timeout,1
704,UPI,Axis Bank,6,2,0,0,BAD_REQUEST_ERROR,insufficient_funds,decline,1
2034,Card,ICICI Bank,15,6,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
9052,UPI,Kotak Mahindra,9,6,3,1,GATEWAY_ERROR,issuer_risk_block,risk,0
832,UPI,IDFC First,17,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
859,Card,Yes Bank,6,4,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3017,Card,Axis Bank,12,4,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
2938,Card,Axis Bank,16,1,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1323,Wallet,Kotak Mahindra,1,2,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1507,Card,HDFC Bank,13,3,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
982,UPI,Kotak Mahindra,11,5,0,1,GATEWAY_ERROR,internal_error,timeout,1
539,Wallet,SBI,20,1,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1244,UPI,Axis Bank,5,3,3,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
643,UPI,HDFC Bank,3,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
495,Netbanking,HDFC Bank,14,5,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2725,Card,HDFC Bank,22,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
976,UPI,Axis Bank,0,5,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1323,UPI,Yes Bank,0,2,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1552,UPI,HDFC Bank,17,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
3507,Card,IDFC First,13,3,3,1,BAD_REQUEST_ERROR,user_cancelled,invalid,0
1835,UPI,Yes Bank,15,5,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
5260,Card,ICICI Bank,8,2,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2431,UPI,Yes Bank,9,3,0,0,GATEWAY_ERROR,internal_error,timeout,1
5856,UPI,Kotak Mahindra,2,0,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1015,Card,HDFC Bank,21,1,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
1768,Netbanking,Kotak Mahindra,6,3,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3149,UPI,Axis Bank,19,3,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
719,Wallet,Axis Bank,0,4,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
949,UPI,IDFC First,14,3,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
4856,Netbanking,Yes Bank,14,1,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
4743,Card,IDFC First,8,0,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
5395,Card,HDFC Bank,23,2,0,1,BAD_REQUEST_ERROR,issuer_general_decline,risk,0
1082,UPI,IDFC First,18,5,2,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
7645,UPI,Yes Bank,16,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1833,UPI,Yes Bank,22,2,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1453,Card,Yes Bank,23,4,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3410,Netbanking,SBI,18,0,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
6317,UPI,HDFC Bank,8,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
693,UPI,Axis Bank,16,1,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
723,Card,Axis Bank,10,1,2,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1938,UPI,HDFC Bank,6,1,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
642,Netbanking,Yes Bank,5,1,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3606,UPI,Axis Bank,12,2,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2697,UPI,ICICI Bank,21,2,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
329,UPI,SBI,5,4,3,0,GATEWAY_ERROR,internal_error,timeout,1
12725,Card,IDFC First,12,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1908,UPI,Axis Bank,15,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
3427,UPI,Yes Bank,9,2,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
4448,UPI,HDFC Bank,7,1,3,0,GATEWAY_ERROR,internal_error,timeout,1
927,Card,HDFC Bank,6,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
5819,UPI,Yes Bank,13,0,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1977,Card,HDFC Bank,15,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
611,Card,HDFC Bank,5,2,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,0
2207,UPI,Kotak Mahindra,23,6,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1111,UPI,SBI,5,5,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1386,Netbanking,SBI,6,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1103,UPI,Yes Bank,13,1,2,0,GATEWAY_ERROR,internal_error,timeout,1
3839,Netbanking,ICICI Bank,19,0,2,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1654,Netbanking,Yes Bank,23,5,3,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1031,UPI,SBI,5,4,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
232,UPI,HDFC Bank,21,4,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1135,Wallet,Kotak Mahindra,20,5,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1418,UPI,HDFC Bank,22,1,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
14903,UPI,ICICI Bank,16,0,2,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
607,Netbanking,ICICI Bank,10,2,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
3725,Card,IDFC First,1,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
552,Netbanking,ICICI Bank,16,2,0,0,BAD_REQUEST_ERROR,issuer_general_decline,funds,1
2044,UPI,Kotak Mahindra,17,3,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
516,Card,Axis Bank,0,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3776,Card,HDFC Bank,6,3,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1132,Netbanking,Kotak Mahindra,13,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5067,UPI,ICICI Bank,20,2,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
12339,UPI,SBI,9,5,0,0,GATEWAY_ERROR,internal_error,timeout,1
5651,Card,Axis Bank,17,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2676,UPI,HDFC Bank,4,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
860,UPI,IDFC First,7,6,1,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
3092,UPI,Kotak Mahindra,8,3,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
790,Card,IDFC First,23,0,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
605,UPI,SBI,6,4,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
16751,Card,SBI,14,4,3,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
3712,Card,Kotak Mahindra,20,6,2,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1641,Netbanking,SBI,3,6,1,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2375,Wallet,IDFC First,13,6,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
517,UPI,IDFC First,3,6,3,0,GATEWAY_ERROR,issuer_risk_block,risk,0
6945,UPI,IDFC First,3,0,0,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
578,Card,SBI,5,3,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1337,Wallet,SBI,10,2,0,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
1539,UPI,Kotak Mahindra,17,4,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1593,UPI,IDFC First,18,3,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
957,Netbanking,Kotak Mahindra,22,0,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1027,Netbanking,Kotak Mahindra,11,6,0,1,BAD_REQUEST_ERROR,user_cancelled,timeout,1
8212,UPI,HDFC Bank,10,2,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1039,Netbanking,Yes Bank,17,6,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
650,Card,Yes Bank,14,5,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
2965,UPI,Yes Bank,21,0,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
2486,Card,Kotak Mahindra,13,6,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
810,UPI,HDFC Bank,7,5,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
339,UPI,SBI,16,0,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2624,Netbanking,HDFC Bank,23,3,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
7255,Card,Axis Bank,21,1,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,0
9349,UPI,IDFC First,8,0,2,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1291,Netbanking,SBI,13,0,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
4642,UPI,HDFC Bank,17,5,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1481,UPI,SBI,18,4,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
262,UPI,Kotak Mahindra,2,1,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3784,UPI,Yes Bank,14,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
528,UPI,Axis Bank,2,1,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
666,Card,SBI,12,2,0,1,BAD_REQUEST_ERROR,user_cancelled,risk,0
5277,Wallet,HDFC Bank,16,5,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
304,Card,SBI,7,3,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1475,Netbanking,ICICI Bank,9,0,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
6503,UPI,ICICI Bank,14,1,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
630,UPI,Axis Bank,2,4,2,0,GATEWAY_ERROR,internal_error,timeout,1
4116,Netbanking,SBI,11,2,0,0,GATEWAY_ERROR,internal_error,timeout,1
966,Card,IDFC First,0,3,3,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2068,Netbanking,Yes Bank,10,5,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
355,UPI,HDFC Bank,21,2,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
953,UPI,Kotak Mahindra,17,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
5761,Card,Yes Bank,3,3,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
8176,UPI,Yes Bank,10,0,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
2059,UPI,Yes Bank,23,1,2,0,GATEWAY_ERROR,issuer_unavailable,funds,0
825,Netbanking,Kotak Mahindra,22,0,2,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1364,UPI,Kotak Mahindra,17,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
6341,Card,ICICI Bank,9,2,1,1,GATEWAY_ERROR,internal_error,timeout,1
447,UPI,ICICI Bank,12,5,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1050,UPI,Kotak Mahindra,14,4,0,1,BAD_REQUEST_ERROR,otp_timeout,decline,0
267,Netbanking,HDFC Bank,4,1,0,0,BAD_REQUEST_ERROR,user_cancelled,risk,0
5697,UPI,HDFC Bank,9,1,0,1,GATEWAY_ERROR,issuer_risk_block,risk,1
1129,Netbanking,IDFC First,3,2,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
7773,UPI,SBI,14,3,0,1,GATEWAY_ERROR,internal_error,timeout,1
3903,Wallet,SBI,19,1,1,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
1386,UPI,SBI,17,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
570,Wallet,IDFC First,5,1,0,0,BAD_REQUEST_ERROR,user_cancelled,risk,0
9039,Card,SBI,13,1,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1038,Wallet,ICICI Bank,21,2,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
5043,Card,HDFC Bank,17,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
891,UPI,Axis Bank,12,6,0,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
5286,Card,IDFC First,8,2,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
1739,Card,Kotak Mahindra,19,2,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
4249,Wallet,Yes Bank,17,6,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
1390,Netbanking,IDFC First,6,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
8767,Card,ICICI Bank,1,6,0,0,BAD_REQUEST_ERROR,user_cancelled,risk,0
2145,UPI,Yes Bank,1,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3003,Card,SBI,8,2,1,1,BAD_REQUEST_ERROR,insufficient_funds,funds,1
561,UPI,ICICI Bank,0,3,1,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
8458,UPI,ICICI Bank,2,6,0,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
5224,Netbanking,HDFC Bank,17,5,2,0,GATEWAY_ERROR,issuer_risk_block,risk,0
260,UPI,Yes Bank,11,2,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2398,Card,ICICI Bank,3,2,1,1,GATEWAY_ERROR,issuer_risk_block,risk,0
1515,Card,Kotak Mahindra,17,5,2,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1463,UPI,Yes Bank,9,5,1,1,GATEWAY_ERROR,issuer_unavailable,timeout,1
1593,Card,Axis Bank,12,5,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
503,Card,IDFC First,9,6,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
2245,Wallet,Axis Bank,23,2,0,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
656,Card,SBI,5,2,2,1,BAD_REQUEST_ERROR,insufficient_funds,timeout,0
581,Netbanking,HDFC Bank,16,6,0,0,GATEWAY_ERROR,internal_error,timeout,1
3150,UPI,Yes Bank,4,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
14884,Netbanking,Kotak Mahindra,10,1,0,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
5869,UPI,HDFC Bank,11,2,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
1959,Wallet,HDFC Bank,3,1,1,1,BAD_REQUEST_ERROR,invalid_cvv,invalid,0
2306,Card,HDFC Bank,8,3,0,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
2282,Card,SBI,13,2,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,1
1620,Card,SBI,5,5,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,1
2203,UPI,ICICI Bank,15,3,0,0,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
3142,Card,SBI,4,3,0,1,BAD_REQUEST_ERROR,insufficient_funds,funds,0
3057,Card,IDFC First,21,5,0,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
255,UPI,SBI,22,1,0,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
474,Card,HDFC Bank,15,3,1,1,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1601,Netbanking,IDFC First,14,5,1,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
1529,UPI,Kotak Mahindra,11,3,3,1,BAD_REQUEST_ERROR,user_cancelled,dropoff,1
1341,UPI,SBI,1,1,0,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,0
598,Netbanking,IDFC First,6,3,1,0,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
7858,Wallet,SBI,6,0,1,0,BAD_REQUEST_ERROR,invalid_cvv,funds,0
306,UPI,IDFC First,7,6,1,1,BAD_REQUEST_ERROR,otp_timeout,dropoff,1
1913,UPI,SBI,4,1,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,1
1981,UPI,Axis Bank,20,5,1,0,BAD_REQUEST_ERROR,insufficient_funds,funds,0
2959,Card,HDFC Bank,2,1,0,1,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
223,UPI,HDFC Bank,3,1,0,1,GATEWAY_ERROR,issuer_risk_block,risk,0
8597,Card,Kotak Mahindra,20,4,2,0,BAD_REQUEST_ERROR,invalid_cvv,invalid,1
1585,Card,ICICI Bank,2,6,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
1470,Netbanking,Kotak Mahindra,18,4,0,0,BAD_REQUEST_ERROR,invalid_expiry,invalid,0
463,UPI,HDFC Bank,3,3,0,0,GATEWAY_ERROR,issuer_risk_block,risk,0
3549,Wallet,Axis Bank,9,6,3,0,GATEWAY_ERROR,issuer_unavailable,timeout,0
2099,Netbanking,Axis Bank,9,6,1,0,BAD_REQUEST_ERROR,issuer_general_decline,decline,0
1015,Wallet,Axis Bank,5,3,0,0,GATEWAY_ERROR,internal_error,timeout,1
1288,Card,ICICI Bank,22,0,1,0,GATEWAY_ERROR,issuer_unavailable,timeout,1
